epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,952.099,0.59946,0.34196,1.00965,0.96978,0.97818,0.99024,0.71901,0.8092,0.33489,1.07185,0.000264199,0.000264199,0.000264199
63,966.439,0.59753,0.34344,0.9922,0.95781,0.9727,0.9823,0.72478,0.82027,0.33631,1.09077,0.000257595,0.000257595,0.000257595
64,982.245,0.56901,0.31805,0.98259,0.97382,0.96481,0.9892,0.69171,0.85659,0.3614,1.11586,0.000250992,0.000250992,0.000250992
65,997.321,0.56138,0.33378,0.9717,0.98589,0.98999,0.99363,0.72808,0.8215,0.32947,1.08481,0.000244389,0.000244389,0.000244389
66,1011.98,0.53984,0.32306,0.95647,0.97149,0.97568,0.97871,0.70244,0.86678,0.34426,1.15031,0.000237785,0.000237785,0.000237785
67,1026.66,0.58874,0.35071,0.99148,0.96921,0.98156,0.98946,0.68882,0.90898,0.35472,1.19547,0.000231182,0.000231182,0.000231182
68,1041.5,0.56065,0.32186,0.98263,0.96272,0.98056,0.99286,0.71979,0.81648,0.33282,1.11583,0.000224579,0.000224579,0.000224579
69,1056.56,0.5446,0.31285,0.97424,0.9718,0.9852,0.99292,0.73614,0.76473,0.31265,1.04884,0.000217976,0.000217976,0.000217976
70,1071.65,0.53565,0.31526,0.9703,0.98279,0.98739,0.99411,0.72852,0.80847,0.31391,1.09763,0.000211372,0.000211372,0.000211372
71,1086.03,0.53531,0.31095,0.95469,0.97153,0.9799,0.98591,0.73251,0.79515,0.32255,1.07498,0.000204769,0.000204769,0.000204769
72,1101.08,0.52901,0.30958,0.94981,0.97084,0.98098,0.9827,0.73513,0.72837,0.30458,1.02142,0.000198166,0.000198166,0.000198166
73,1115.56,0.52137,0.298,0.96087,0.98176,0.98807,0.9938,0.74639,0.70651,0.29328,0.9999,0.000191562,0.000191562,0.000191562
74,1130.56,0.51955,0.30943,0.95188,0.98699,0.98531,0.99456,0.76169,0.70238,0.28662,0.99145,0.000184959,0.000184959,0.000184959
75,1147.12,0.51628,0.29934,0.94587,0.97261,0.97979,0.98505,0.72398,0.83801,0.3262,1.13478,0.000178356,0.000178356,0.000178356
76,1161.81,0.51818,0.30825,0.94653,0.96859,0.97456,0.99195,0.69189,0.89697,0.34438,1.20895,0.000171752,0.000171752,0.000171752
77,1176.43,0.50007,0.28468,0.9334,0.97888,0.98914,0.99296,0.73468,0.77142,0.31669,1.07142,0.000165149,0.000165149,0.000165149
78,1191.38,0.48501,0.2861,0.94025,0.99121,0.98797,0.99393,0.7419,0.73373,0.29417,1.02317,0.000158546,0.000158546,0.000158546
79,1206.15,0.47791,0.2809,0.92642,0.97447,0.97857,0.98493,0.72495,0.80436,0.31935,1.10811,0.000151943,0.000151943,0.000151943
80,1221.09,0.47133,0.28217,0.92361,0.97599,0.98543,0.99289,0.73709,0.78358,0.31271,1.07629,0.000145339,0.000145339,0.000145339
81,1235.87,0.48311,0.28875,0.93345,0.98333,0.98281,0.98509,0.74918,0.71608,0.28847,1.0141,0.000138736,0.000138736,0.000138736
82,1251.17,0.46552,0.27288,0.92385,0.98079,0.98943,0.99369,0.72915,0.76949,0.30708,1.08491,0.000132133,0.000132133,0.000132133
83,1265.46,0.4598,0.27211,0.90961,0.98403,0.98011,0.98636,0.75111,0.725,0.28525,1.03671,0.000125529,0.000125529,0.000125529
84,1280.32,0.44216,0.25922,0.902,0.98629,0.9775,0.98496,0.72561,0.79357,0.30463,1.09856,0.000118926,0.000118926,0.000118926
85,1295.22,0.44809,0.26246,0.89996,0.98855,0.97191,0.98507,0.71744,0.8192,0.31931,1.12332,0.000112323,0.000112323,0.000112323
86,1309.8,0.43843,0.26637,0.90808,0.98316,0.98038,0.9857,0.74312,0.7418,0.29094,1.04918,0.00010572,0.00010572,0.00010572
87,1324.89,0.44086,0.26937,0.90639,0.97962,0.9786,0.98462,0.71645,0.83396,0.3249,1.14842,9.91162e-05,9.91162e-05,9.91162e-05
88,1339.47,0.44558,0.27121,0.90935,0.98416,0.98102,0.9858,0.74873,0.72269,0.28214,1.03773,9.25129e-05,9.25129e-05,9.25129e-05
89,1354.41,0.42313,0.25569,0.91138,0.98489,0.98295,0.98581,0.73237,0.7832,0.30076,1.09946,8.59096e-05,8.59096e-05,8.59096e-05
90,1369.44,0.44377,0.26943,0.90988,0.98073,0.98214,0.98563,0.75626,0.72501,0.28554,1.0384,7.93063e-05,7.93063e-05,7.93063e-05
91,1386.21,0.37893,0.21427,0.87551,0.9811,0.98683,0.98646,0.75103,0.73821,0.28847,1.05824,7.2703e-05,7.2703e-05,7.2703e-05
92,1401.1,0.36039,0.209,0.86225,0.97968,0.97633,0.98509,0.73658,0.77653,0.29998,1.09269,6.60997e-05,6.60997e-05,6.60997e-05
93,1415.79,0.36799,0.2109,0.86779,0.98152,0.97675,0.9849,0.73994,0.7534,0.29483,1.06975,5.94964e-05,5.94964e-05,5.94964e-05
94,1430.48,0.35881,0.20813,0.86392,0.98249,0.98371,0.98553,0.74832,0.73329,0.29079,1.05816,5.28931e-05,5.28931e-05,5.28931e-05
